Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
GasA,Gd,Y,SBrkr,1327,0,1327,1,0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,1974,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,7388,Pave,NA,Reg,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,405,658,1063,NA,0,7,2007,WD,Normal,150750
GasA,Ex,Y,SBrkr,1296,0,1296,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2001,Fin,2,TA,TA,Y,192,25,0,0,0,NA,NA,RL,6853,Pave,NA,IR1,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,136,Gd,TA,PConc,Ex,TA,No,GLQ,1005,262,1267,NA,0,6,2009,WD,Normal,220000
GasA,Gd,Y,SBrkr,1721,0,1721,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,1968,RFn,2,TA,TA,Y,0,96,0,0,0,NA,MnPrv,RL,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Rec,570,891,1461,NA,0,7,2006,WD,Normal,180000
GasA,Gd,Y,SBrkr,1682,0,1682,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1970,Unf,2,TA,TA,Y,98,0,0,0,0,NA,MnPrv,RL,10400,Pave,NA,Reg,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,Plywood,Plywood,BrkFace,288,TA,TA,PConc,TA,TA,No,Unf,0,1304,1304,NA,0,5,2008,WD,Normal,174000
GasA,TA,Y,SBrkr,1214,0,1214,0,0,2,0,3,1,TA,5,Typ,1,Fa,Attchd,1967,RFn,1,TA,TA,Y,0,111,0,0,0,NA,NA,RL,10355,Pave,NA,IR1,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,196,TA,TA,CBlock,TA,TA,No,BLQ,695,519,1214,NA,0,7,2007,WD,Normal,143000
GasA,Gd,Y,SBrkr,1959,0,1959,0,0,3,0,5,2,TA,9,Typ,0,NA,2Types,1989,Unf,3,TA,TA,Y,0,0,0,0,0,NA,NA,RL,11070,Pave,NA,Reg,Lvl,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,VinylSd,VinylSd,BrkFace,70,TA,TA,CBlock,TA,TA,No,Unf,0,1907,1907,NA,0,7,2006,WD,Family,171000
GasA,Ex,Y,SBrkr,1004,848,1852,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999,Fin,3,TA,TA,Y,224,106,0,0,0,NA,GdPrv,RL,9066,Pave,NA,IR1,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,320,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,336,1004,NA,0,12,2008,WD,Normal,230000
GasA,Ex,Y,SBrkr,928,836,1764,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1997,RFn,2,TA,TA,Y,276,99,0,0,0,NA,MnPrv,RL,15426,Pave,NA,IR1,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,821,107,928,NA,0,8,2009,WD,Normal,231500
GasA,TA,Y,SBrkr,864,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,NA,NA,NA,0,NA,NA,Y,0,0,0,0,0,NA,NA,RL,10500,Pave,NA,Reg,Lvl,AllPub,FR2,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,432,432,864,NA,0,4,2010,ConLI,Normal,115000
GasA,Ex,Y,SBrkr,1734,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2005,Fin,2,TA,TA,Y,160,24,0,0,0,NA,NA,RL,11645,Pave,NA,Reg,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,434,1734,NA,0,1,2006,WD,Normal,260000
GasA,Fa,Y,SBrkr,910,475,1385,0,0,2,0,4,1,TA,6,Typ,0,NA,Detchd,2000,Unf,2,TA,TA,Y,0,0,0,0,0,NA,MnPrv,RL,8520,Pave,NA,Reg,Lvl,AllPub,Corner,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,BrkFace,Wd Sdng,None,0,TA,Fa,CBlock,TA,TA,No,Rec,507,403,910,NA,0,6,2010,WD,Normal,166000
GasA,Ex,Y,SBrkr,1501,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999,RFn,2,TA,TA,Y,144,29,0,0,0,NA,NA,RL,10335,Pave,NA,IR1,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,811,1490,NA,0,6,2009,WD,Normal,204000
GasA,TA,Y,SBrkr,1728,0,1728,1,0,2,0,6,2,TA,10,Typ,0,NA,Detchd,1963,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RM,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,HdBoard,HdBoard,BrkFace,336,TA,TA,CBlock,TA,TA,No,Rec,1332,396,1728,NA,0,11,2006,ConLI,Abnorml,125000
GasA,Ex,Y,SBrkr,970,739,1709,0,0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,2004,Unf,2,TA,TA,Y,0,40,0,0,0,NA,NA,RM,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,VinylSd,VinylSd,Stone,50,Gd,TA,PConc,Gd,TA,No,Unf,0,970,970,NA,0,4,2006,WD,Normal,130000
GasA,TA,Y,FuseA,875,0,875,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1931,Unf,1,Fa,TA,Y,48,0,0,0,0,NA,NA,RM,6120,Pave,NA,Reg,Lvl,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,209,506,715,NA,0,11,2009,WD,Normal,105000
GasA,Ex,Y,SBrkr,884,1151,2035,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2001,Fin,2,TA,TA,Y,144,48,0,0,0,NA,NA,RL,9505,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,180,Gd,TA,PConc,Gd,TA,No,Unf,0,884,884,NA,0,5,2010,WD,Normal,222500
GasA,Ex,Y,SBrkr,1080,0,1080,1,0,1,0,3,1,Gd,6,Typ,0,NA,NA,NA,NA,0,NA,NA,Y,0,0,0,0,0,NA,NA,RL,7500,Pave,NA,Reg,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,120,TA,TA,PConc,Gd,TA,No,GLQ,680,400,1080,NA,0,4,2008,WD,Normal,141000
GasA,Gd,Y,FuseA,896,448,1344,0,0,1,0,3,1,TA,7,Typ,0,NA,Detchd,1936,Unf,1,Fa,TA,Y,200,114,0,0,0,NA,NA,RM,6240,Pave,NA,Reg,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Gd,TA,No,Unf,0,896,896,NA,0,4,2006,WD,Normal,115000
GasA,TA,Y,SBrkr,969,0,969,0,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1975,Unf,2,TA,TA,Y,0,0,0,0,0,NA,MnPrv,RL,10356,Pave,NA,Reg,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,716,253,969,NA,0,1,2007,WD,Normal,122000
GasA,Ex,Y,SBrkr,1710,0,1710,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,TA,TA,Y,0,102,0,0,0,NA,NA,RL,13891,Pave,NA,Reg,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,VinylSd,VinylSd,Stone,436,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400,310,1710,NA,0,1,2008,New,Partial,372402
GasA,Gd,Y,SBrkr,1097,896,1993,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1971,RFn,2,TA,TA,Y,0,66,0,0,0,NA,GdWo,RL,14803,Pave,NA,IR1,Lvl,AllPub,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,252,TA,TA,CBlock,TA,TA,No,Rec,416,409,825,NA,0,6,2006,WD,Normal,190000
GasA,Gd,Y,SBrkr,1252,0,1252,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1960,RFn,2,TA,TA,Y,409,0,0,0,0,NA,NA,RL,13500,Pave,NA,Reg,Lvl,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,BrkFace,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429,93,1602,NA,0,3,2008,WD,Normal,235000
GasA,TA,Y,FuseA,1200,0,1200,0,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1923,Unf,1,Fa,Fa,Y,0,0,0,0,0,NA,NA,RM,11340,Pave,NA,Reg,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,1200,1200,NA,0,3,2006,WD,Family,125000
Grav,Fa,N,FuseF,572,524,1096,0,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,NA,0,NA,NA,N,0,8,0,0,0,NA,NA,RL,9600,Pave,NA,Reg,Lvl,AllPub,Corner,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,572,572,NA,0,4,2008,WD,Normal,79000
GasA,TA,Y,FuseF,1040,0,1040,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1950,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,7200,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,0,0,NA,0,6,2006,WD,Normal,109500
GasA,Ex,Y,SBrkr,774,1194,1968,0,0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,2009,Fin,3,TA,TA,Y,0,75,0,0,0,NA,NA,RL,12003,Pave,NA,Reg,Lvl,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,VinylSd,VinylSd,BrkFace,84,Gd,TA,PConc,Ex,TA,No,Unf,0,774,774,NA,0,5,2010,New,Partial,269500
GasA,Ex,Y,SBrkr,991,956,1947,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004,RFn,2,TA,TA,Y,0,136,0,0,0,NA,GdWo,FV,12552,Pave,NA,Reg,Lvl,AllPub,Corner,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,222,769,991,NA,0,5,2010,WD,Normal,254900
GasA,Ex,Y,SBrkr,1392,1070,2462,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,2006,RFn,2,TA,TA,Y,239,132,168,0,0,NA,NA,RL,19378,Pave,NA,IR1,HLS,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,456,Gd,TA,PConc,Gd,TA,Mn,GLQ,57,1335,1392,NA,0,3,2006,New,Partial,320000
GasA,TA,Y,SBrkr,1232,0,1232,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1984,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,11120,Pave,NA,IR1,Lvl,AllPub,CulDSac,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,No,BLQ,660,572,1232,NA,0,6,2008,WD,Normal,162500
GasA,Ex,Y,SBrkr,1572,1096,2668,1,0,2,1,3,1,Ex,10,Typ,2,Gd,BuiltIn,2003,Fin,3,TA,TA,Y,400,0,0,0,0,NA,NA,RL,13688,Pave,NA,IR1,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,664,Gd,TA,PConc,Ex,TA,Av,GLQ,1016,556,1572,NA,0,3,2008,WD,Normal,412500
GasA,Ex,Y,SBrkr,1541,0,1541,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,0,70,0,0,0,NA,NA,RL,12182,Pave,NA,Reg,Lvl,AllPub,Corner,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,226,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201,340,1541,NA,0,5,2010,New,Partial,220000
GasA,Ex,Y,SBrkr,882,0,882,0,0,1,0,1,1,TA,4,Typ,0,NA,NA,NA,NA,0,NA,NA,Y,0,0,0,0,0,NA,MnPrv,RL,5500,Pave,NA,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,882,882,NA,0,4,2007,WD,Normal,103200
GasA,Gd,Y,FuseA,1149,467,1616,0,0,2,0,3,1,Gd,5,Typ,0,NA,Detchd,1926,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RM,5400,Pave,Pave,Reg,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,370,779,1149,NA,0,10,2007,WD,Normal,152000
GasA,Gd,Y,SBrkr,808,547,1355,1,0,2,0,4,2,TA,6,Typ,0,NA,NA,NA,NA,0,NA,NA,Y,140,0,0,0,0,NA,NA,RL,10106,Pave,NA,Reg,Lvl,AllPub,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,ALQ,351,112,644,NA,0,9,2008,WD,Normal,127500
GasA,Ex,Y,FuseA,1867,0,1867,1,0,1,0,2,1,TA,7,Typ,3,Gd,Attchd,1955,Fin,1,TA,TA,Y,476,0,0,142,0,NA,GdWo,RL,10708,Pave,NA,IR1,Lvl,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,No,LwQ,379,470,1617,NA,0,11,2009,COD,Normal,190000
GasA,Ex,Y,SBrkr,1610,551,2161,1,0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007,Fin,3,TA,TA,Y,178,120,0,0,0,NA,NA,RL,10562,Pave,NA,Reg,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,300,Gd,TA,PConc,Ex,TA,No,GLQ,1288,294,1582,NA,0,11,2007,New,Partial,325624
GasA,Ex,Y,SBrkr,840,880,1720,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004,Fin,2,TA,TA,Y,100,48,0,0,0,NA,NA,RL,8244,Pave,NA,IR1,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,840,840,NA,0,5,2007,WD,Normal,183500
GasA,TA,Y,SBrkr,1707,0,1707,0,0,2,1,2,1,TA,6,Typ,1,TA,Attchd,1981,RFn,2,TA,TA,Y,574,64,0,0,0,NA,NA,RL,16669,Pave,NA,IR1,Lvl,AllPub,Corner,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,Plywood,Plywood,BrkFace,653,Gd,TA,CBlock,Gd,TA,No,Unf,0,1686,1686,NA,0,1,2006,WD,Normal,228000
GasA,TA,Y,SBrkr,854,0,1382,0,0,1,1,2,1,TA,7,Typ,0,NA,Detchd,1991,Unf,2,TA,TA,Y,237,0,0,0,0,NA,NA,RM,12358,Pave,NA,IR1,Lvl,AllPub,Inside,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,360,360,720,NA,0,5,2007,WD,Normal,128500
GasA,Fa,Y,SBrkr,1656,0,1656,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1960,Fin,2,TA,TA,P,210,62,0,0,0,NA,NA,RL,31770,Pave,NA,IR1,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,BrkFace,Plywood,Stone,112,TA,TA,CBlock,TA,Gd,Gd,BLQ,639,441,1080,NA,0,5,2010,WD,Normal,215000
GasA,Gd,Y,SBrkr,1064,703,1767,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987,RFn,2,Gd,TA,Y,441,35,0,0,0,NA,NA,RL,5306,Pave,NA,IR1,Lvl,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,HdBoard,HdBoard,None,0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495,354,1064,NA,0,6,2006,WD,Normal,239000
GasA,TA,Y,SBrkr,1362,0,1362,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1961,Unf,2,TA,TA,Y,0,20,0,0,0,NA,NA,RL,10197,Pave,NA,IR1,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,WdShing,Wd Shng,BrkCmn,491,TA,TA,CBlock,TA,TA,No,ALQ,288,700,1362,NA,0,6,2008,COD,Normal,163000
GasA,TA,Y,SBrkr,1651,0,1651,1,0,2,0,3,1,TA,7,Min2,1,TA,Attchd,1986,Fin,2,TA,TA,Y,192,0,0,0,0,NA,NA,RL,12416,Pave,NA,IR1,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,VinylSd,Plywood,Stone,132,TA,TA,CBlock,Gd,Fa,No,ALQ,1398,0,1606,NA,0,11,2008,WD,Normal,184000
GasA,TA,Y,SBrkr,2158,0,2158,1,0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,1950,Unf,2,TA,TA,Y,0,29,0,0,0,NA,MnPrv,RL,12615,Pave,NA,Reg,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,Gd,Av,ALQ,477,725,1202,NA,0,6,2007,WD,Normal,243000
GasA,TA,Y,SBrkr,1164,896,2060,0,1,2,1,4,1,TA,8,Typ,1,TA,Attchd,1988,Unf,2,TA,TA,Y,0,228,0,192,0,NA,NA,RL,10029,Pave,NA,IR1,Lvl,AllPub,Corner,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,Plywood,Plywood,BrkFace,268,Gd,TA,PConc,Gd,TA,No,GLQ,831,320,1151,NA,0,9,2007,WD,Normal,211000
GasA,Ex,Y,SBrkr,1252,668,1920,1,0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,1958,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,13650,Pave,NA,Reg,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,None,0,Gd,Gd,CBlock,TA,TA,No,ALQ,57,554,1052,NA,0,7,2006,WD,Normal,172500
GasA,Ex,Y,SBrkr,2234,0,2234,1,0,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,2009,Fin,3,TA,TA,Y,0,60,0,0,0,NA,NA,RL,17423,Pave,NA,IR1,Lvl,AllPub,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,748,Ex,TA,PConc,Ex,TA,No,GLQ,1904,312,2216,NA,0,7,2009,New,Partial,501837
GasA,TA,Y,SBrkr,968,0,968,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1935,Unf,2,Fa,TA,N,0,0,0,0,0,NA,NA,RM,8520,Pave,NA,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,No,Unf,0,968,968,NA,0,7,2007,WD,Normal,100000
GasA,Ex,Y,SBrkr,769,756,1525,0,0,2,1,3,1,Gd,5,Typ,1,TA,Detchd,2000,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,FV,2117,Pave,NA,Reg,Lvl,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,No,GLQ,436,320,756,NA,0,6,2007,WD,Normal,177000
GasA,Gd,Y,SBrkr,901,901,1802,0,0,1,1,4,1,TA,9,Typ,1,Gd,Detchd,1920,Unf,1,Fa,TA,Y,0,0,0,0,0,NA,NA,RL,7588,Pave,NA,Reg,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,Stucco,Stucco,None,0,TA,TA,BrkTil,Fa,TA,No,LwQ,352,441,793,NA,0,7,2006,WD,Normal,200100
GasA,Ex,Y,SBrkr,1340,0,1340,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1957,RFn,1,TA,TA,Y,116,0,180,0,0,NA,MnPrv,RL,9060,Pave,NA,Reg,Lvl,AllPub,Inside,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,Wd Sdng,Wd Sdng,BrkFace,98,TA,TA,PConc,NA,NA,NA,NA,0,0,0,NA,0,6,2007,WD,Normal,120000
GasA,Ex,Y,SBrkr,1362,720,2082,0,0,2,1,3,1,Gd,6,Mod,0,NA,Detchd,2003,Unf,2,TA,TA,N,280,238,0,0,0,NA,NA,RM,11426,Pave,NA,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,1362,1362,NA,0,6,2008,WD,Normal,200000
GasA,Gd,Y,SBrkr,936,316,1252,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1986,Unf,2,TA,TA,Y,104,0,0,0,0,NA,MnPrv,RL,7438,Pave,NA,IR1,Lvl,AllPub,Inside,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,AsbShng,Plywood,None,0,TA,TA,PConc,Fa,TA,No,Unf,0,504,504,NA,0,6,2006,WD,Normal,127000
GasA,Ex,Y,SBrkr,1518,1518,3608,0,0,2,1,4,1,Ex,12,Typ,2,TA,Detchd,1993,Unf,3,Ex,TA,Y,0,260,0,410,0,NA,GdPrv,RM,22950,Pave,NA,IR2,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0,1107,1107,NA,0,6,2006,WD,Normal,475000
GasA,Ex,Y,SBrkr,1217,0,1217,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1990,Unf,2,TA,TA,Y,168,27,0,0,0,NA,GdPrv,RL,9947,Pave,NA,IR1,Lvl,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,611,577,1188,NA,0,6,2009,WD,Normal,173000
GasA,Ex,Y,SBrkr,808,704,1656,0,0,2,1,3,1,TA,8,Min2,0,NA,Detchd,1916,Unf,1,Fa,Fa,N,0,0,140,0,0,NA,MnPrv,RL,10410,Pave,NA,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,Fa,TA,No,Unf,0,660,660,NA,0,8,2009,WD,Normal,135000
GasA,TA,Y,SBrkr,1224,0,1224,2,0,0,2,2,2,TA,6,Typ,2,TA,Detchd,1979,Unf,2,TA,TA,Y,120,0,0,0,0,NA,NA,RL,7018,Pave,NA,Reg,Bnk,AllPub,Inside,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,Plywood,Plywood,Stone,275,TA,TA,CBlock,Gd,TA,Av,GLQ,1086,0,1086,NA,0,6,2009,WD,Alloca,153337
GasA,Ex,Y,SBrkr,1593,0,1593,1,0,1,1,0,1,Ex,5,Typ,1,Gd,Attchd,2001,Fin,2,TA,TA,Y,0,120,0,224,0,NA,NA,RL,4923,Pave,NA,Reg,Lvl,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CemntBd,CmentBd,None,0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153,440,1593,NA,0,8,2008,WD,Normal,286000
GasA,TA,Y,SBrkr,1549,1178,2727,0,0,2,1,3,1,Gd,10,Maj1,2,TA,Detchd,1932,Unf,2,TA,TA,Y,0,74,0,0,0,NA,NA,RL,10570,Pave,NA,Reg,Bnk,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,BrkFace,BrkFace,None,0,Gd,TA,CBlock,Gd,Gd,No,Rec,297,556,853,NA,0,12,2007,WD,Normal,315000
